City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Lebu,0,CL,1584232850,71,-37.62,-73.65,286.26,4.94
Yārāda,20,IN,1584233274,100,17.65,83.27,295.15,1
Yangi Marg`ilon,0,UZ,1584233274,43,40.43,71.72,280.15,4.1
Zhigansk,100,RU,1584233274,93,66.77,123.37,252.13,10
College,90,US,1584232711,67,64.86,-147.8,269.82,1.5
Camopi,23,GF,1584233274,72,3.17,-52.32,298.83,2.79
Ponca City,90,US,1584233275,93,36.71,-97.09,282.15,5.7
Sursk,56,RU,1584233275,95,53.08,45.68,272.56,3.51
Machalí,0,CL,1584233275,48,-34.18,-70.67,285.54,1.07
Porto Santo,75,PT,1584233275,77,33.07,-16.34,289.15,6.7
Barrow,40,US,1584232518,71,71.29,-156.79,257.15,12.3
Bilibino,100,RU,1584233275,80,68.05,166.44,254.04,2.42
Port Elizabeth,95,ZA,1584232722,82,-33.92,25.57,292.15,5.7
Muroto-misakicho,20,JP,1584233275,42,33.28,134.15,282.15,1.5
Eatonton,75,US,1584233275,60,33.33,-83.39,298.15,1.5
Provideniya,78,RU,1584232511,79,64.38,-173.3,268.27,2.81
Leningradskiy,11,RU,1584232998,71,69.38,178.42,256.01,4.41
Hasaki,20,JP,1584232871,58,35.73,140.83,280.93,3.1
Korla,100,CN,1584232800,40,41.76,86.15,271.64,0.8
Yerbogachën,100,RU,1584233110,94,61.28,108.01,271.15,4.77
Camacha,75,PT,1584233276,77,33.08,-16.33,289.15,6.7
Itapirapuã,26,BR,1584233276,93,-15.82,-50.61,295.64,0.62
Oudtshoorn,76,ZA,1584233276,88,-33.59,22.2,292.15,2.1
Oranjemund,3,NA,1584233276,93,-28.55,16.43,289.29,2.95
Drezdenko,0,PL,1584233277,58,52.84,15.83,272.88,3.36
Puerto Escondido,40,MX,1584233277,79,15.85,-97.07,302.15,2.6
Klooga,24,EE,1584233277,68,59.32,24.21,273.71,2.6
Puerto Ayora,20,EC,1584233277,74,-0.74,-90.35,301.15,4.1
Camabatela,98,AO,1584233277,96,-8.19,15.38,290.97,1.21
Waingapu,78,ID,1584233277,75,-9.66,120.26,301.19,2.18
Ponta do Sol,75,PT,1584232506,63,32.67,-17.1,289.15,2.6
Kavieng,98,PG,1584232935,70,-2.57,150.8,302.48,3.6
Vao,100,NC,1584233277,82,-22.67,167.48,301.63,11.06
Husavik,1,IS,1584232555,84,66.04,-17.34,258.15,1.5
Albany,1,US,1584233278,74,42.6,-73.97,277.59,2.6
Hirara,20,JP,1584233278,48,24.8,125.28,290.15,6.7
Atambua,0,ID,1584233278,78,-9.11,124.89,299.6,0.48
Tiarei,40,PF,1584233178,59,-17.53,-149.33,305.15,1
Butaritari,83,KI,1584233278,73,3.07,172.79,301.83,4.94
Carutapera,82,BR,1584233000,81,-1.2,-46.02,300.84,4.27
Noshiro,40,JP,1584233278,60,40.2,140.02,276.15,1.5
Lüderitz,0,NA,1584232888,72,-26.65,15.16,293.15,5.1
Tekeli,70,KZ,1584233278,41,44.83,78.82,270.75,2.98
Yamethin,17,MM,1584233278,36,20.43,96.15,295.6,1.89
Santa Elena,20,EC,1584233279,74,-2.23,-80.85,300.15,2.6
Laurel,90,US,1584233279,61,39.1,-76.85,284.26,3.1
Flinders,75,AU,1584233171,51,-34.58,150.86,292.04,6.2
Chicama,100,PE,1584233063,75,-7.84,-79.15,296.31,2.02
Coquimbo,13,CL,1584232550,88,-29.95,-71.34,290.15,4.1
Krasnosel'kup,100,RU,1584232817,95,65.7,82.47,271.47,4.57
California City,90,US,1584233280,66,35.13,-117.99,288.15,10.3
Mackay,50,AU,1584233121,57,-21.15,149.2,300.15,6.2
Kaitangata,100,NZ,1584232505,88,-46.28,169.85,286.49,7.39
Guerrero Negro,0,MX,1584232520,61,27.98,-114.06,291.6,6.53
San Quintín,63,MX,1584233022,68,30.48,-115.95,289.85,5.08
George Town,20,MY,1584232675,88,5.41,100.34,301.15,1
Padang,67,ID,1584232963,92,-0.95,100.35,293.92,2.08
Zemio,87,CF,1584233280,60,5.03,25.14,297.38,1.44
Ryomgård,77,DK,1584233207,75,56.38,10.5,278.15,5.7
Lumberton,90,US,1584233192,42,34.62,-79.01,292.15,2.1
Taitung City,75,TW,1584233281,82,22.76,121.14,289.15,2.6
Artyom,75,AZ,1584233281,67,40.47,50.33,287.15,5.1
San-Pédro,99,CI,1584233281,79,4.75,-6.64,302,5.57
Pokaran,21,IN,1584233281,38,26.92,71.92,291,3.43
Batamshinskiy,75,KZ,1584233281,100,50.56,58.27,279.15,12
Anadyr,40,RU,1584233148,92,64.75,177.48,268.15,11
Balkhash,0,KZ,1584233281,78,46.84,74.98,272.48,5.03
San,2,ML,1584233102,11,13.3,-4.9,300.35,2.87
Mossamedes,99,AO,1584232972,76,-15.2,12.15,297.96,2.4
Palmer,90,US,1584233262,48,42.16,-72.33,280.15,5.1
Gushikawa,20,JP,1584232880,48,26.35,127.87,289.15,6.7
Lázaro Cárdenas,13,MX,1584233282,71,17.96,-102.2,300.51,3.35
Rafaela,82,AR,1584233282,57,-31.25,-61.49,297.59,1.34
Zapolyarnyy,80,RU,1584233282,78,69.42,30.81,260.15,14.9
Bandarbeyla,92,SO,1584232936,77,9.49,50.81,299.04,3.85
Alexandria,28,EG,1584233272,85,31.22,29.96,287.29,0.7
Soloneshnoye,100,RU,1584233282,70,51.65,84.32,271.03,4.3
Bathsheba,75,BB,1584233282,78,13.22,-59.52,298.15,5.7
Ginir,56,ET,1584233282,62,7.13,40.7,290.1,1.58
Fort Saint James,0,CA,1584233282,63,54.43,-124.25,266.4,3.68
Nanning,75,CN,1584233283,59,22.82,108.32,292.15,2
Mitú,77,CO,1584233283,85,1.2,-70.17,296.91,0.72
Portland,75,US,1584232718,56,45.52,-122.68,279.15,11.3
Thompson,20,CA,1584232464,39,55.74,-97.86,261.15,2.1
Oktyabr'skiy,100,RU,1584233283,99,54.48,53.47,273.25,1.84
Porosozero,94,RU,1584233284,92,62.72,32.73,262.62,2.99
Verkhoyansk,25,RU,1584233284,87,67.54,133.38,242.52,0.73
Port Hedland,12,AU,1584233284,62,-20.32,118.57,303.15,5.1
Cap Malheureux,40,MU,1584233284,88,-19.98,57.61,298.15,1
Shellbrook,90,CA,1584233284,60,53.22,-106.4,261.15,2.6
Zainsk,100,RU,1584233284,100,55.32,52.07,272.15,4
Teya,100,RU,1584233284,90,60.38,92.63,270.31,5.72
Caravelas,49,BR,1584232851,79,-17.71,-39.25,300.22,7.05
Faanui,4,PF,1584232909,75,-16.48,-151.75,301.63,6.62
Sterling,90,US,1584233284,65,39.01,-77.43,284.15,5.1
Bonwapitse,86,BW,1584233285,43,-23.08,26.7,297.22,3.79
Namatanai,100,PG,1584232927,75,-3.67,152.43,301.58,4.9
Eyl,98,SO,1584233285,78,7.98,49.82,299.67,6.23
Verāval,100,IN,1584233285,29,20.9,70.37,293.66,6.07
Raudeberg,90,NO,1584233285,80,61.99,5.14,277.59,10.8
Castro,0,BR,1584232737,67,-24.79,-50.01,291.15,0.92
East London,56,ZA,1584232713,78,-33.02,27.91,295.75,4.37
São Filipe,11,CV,1584233285,56,14.9,-24.5,296.44,6.74
Pinega,79,RU,1584233285,92,64.7,43.39,260.99,2.42
Tiznit Province,64,MA,1584233285,86,29.58,-9.5,284.63,1.03
Sarakhs,89,IR,1584233285,48,36.54,61.16,289.15,2.1
Paamiut,100,GL,1584232695,70,61.99,-49.67,257.9,4.04
Baykit,100,RU,1584233286,92,61.67,96.37,268.49,2.22
Tazovsky,98,RU,1584233286,93,67.47,78.7,257.85,7.58
Bengkulu,91,ID,1584233286,88,-3.8,102.27,297.19,1.44
Aklavik,90,CA,1584232951,54,68.22,-135.01,272.15,2.1
Berlevåg,98,NO,1584232995,81,70.86,29.09,267.32,12.38
Normandin,90,CA,1584233286,61,48.83,-72.53,265.15,6.7
Olafsvik,31,IS,1584233286,57,64.89,-23.71,269.28,2.28
Gornyak,89,RU,1584233286,77,50.99,81.47,271.72,7.65
Kajaani,24,FI,1584233287,78,64.23,27.73,261.15,4.1
Nouadhibou,0,MR,1584232772,72,20.93,-17.03,292.15,8.2
Camaquã,76,BR,1584233287,58,-30.85,-51.81,299.77,2.65
Omsukchan,100,RU,1584233287,90,62.53,155.8,253.83,0.73
Stornoway,50,GB,1584233287,87,58.21,-6.39,279.82,9.8
Kumul,90,CN,1584232911,34,42.8,93.45,274.26,1.27
La Paz,40,BO,1584232974,70,-16.5,-68.15,282.15,1
Bakchar,99,RU,1584233287,96,57.02,82.07,274.11,6.2
Launceston,22,AU,1584233287,58,-41.45,147.17,291.48,3.1
Wajima,20,JP,1584233287,64,37.4,136.9,277.15,2.6
Kabanjahe,20,ID,1584233287,100,3.1,98.49,298.15,1.49
Longkou,0,CN,1584233288,52,37.65,120.33,278.84,3.25
Tonantins,100,BR,1584233288,78,-2.87,-67.8,300.11,1.29
Río Gallegos,100,AR,1584233288,51,-51.62,-69.22,288.15,5.1
Belmonte,20,BR,1584233288,74,-15.86,-38.88,300.15,3.1
Pleshanovo,100,RU,1584233288,97,52.83,53.48,273.81,6.71
Inverness,70,GB,1584233288,86,57.48,-4.22,280.37,2.1
Lagoa,11,PT,1584233288,82,39.05,-27.98,288.74,4.98
Airai,9,TL,1584232742,54,-8.93,125.41,298.01,0.76
Mar del Plata,75,AR,1584232728,82,-38,-57.56,292.04,2.6
Puerto Limón,75,CR,1584233157,69,10,-83.03,301.15,2.1
Manuk Mangkaw,50,PH,1584233289,71,4.8,119.85,300.43,3.78
Constanța,75,RO,1584233059,93,44.18,28.65,280.37,4.1
Pisco,75,PE,1584233289,83,-13.7,-76.22,296.48,9.3
Faya,20,SA,1584232782,82,18.39,42.45,289.15,4.1
Hōfu,75,JP,1584233289,53,34.05,131.57,284.15,6.7
Vila,1,PT,1584233290,93,42.03,-8.16,283.15,1
Borcea,75,RO,1584233290,93,44.33,27.75,280.93,4.1
Sept-Îles,90,CA,1584233200,63,50.2,-66.38,270.37,5.7
Severo-Kuril'sk,33,RU,1584232806,73,50.68,156.12,267.02,2.79
Galle,63,LK,1584233001,77,6.04,80.22,299.54,2.83
Mahébourg,40,MU,1584232912,88,-20.41,57.7,298.15,1
Mahajanga,40,MG,1584233290,94,-15.72,46.32,299.15,5.14
Gualaquiza,66,EC,1584233290,93,-3.4,-78.55,290.53,0.31
Viedma,0,AR,1584232776,53,-40.81,-63,289.09,2.83
Erdaojiang,100,CN,1584233290,79,41.78,126.03,267.04,5.76
Muros,90,ES,1584232765,100,42.78,-9.06,283.71,0.5
Pacific Grove,40,US,1584232996,58,36.62,-121.92,288.15,7.7
Narsaq,100,GL,1584233291,67,60.92,-46.05,267.15,2.1
San Cristobal,40,VE,1584232973,69,7.77,-72.22,300.15,1
Kota Tinggi,20,MY,1584233291,94,1.74,103.9,301.15,0.5
Presidencia Roque Sáenz Peña,79,AR,1584233291,37,-26.79,-60.44,304.44,3.56
Puławy,13,PL,1584233291,50,51.42,21.97,272.59,1.68
Sławno,16,PL,1584233291,54,54.36,16.68,273.59,5.56
Santa Maria,51,BR,1584233291,33,-29.68,-53.81,302.98,0.9
Udala,0,ES,1584233291,74,43.08,-2.51,281.48,0.5
Philadelphia,90,US,1584233077,34,39.95,-75.16,285.37,3.1
Fichē,85,ET,1584233292,60,9.8,38.73,293.86,1.56
Laguna,1,US,1584233292,71,38.42,-121.42,286.15,6.7
Itarema,82,BR,1584233292,92,-2.92,-39.92,297.49,1.31
Fauske,90,NO,1584233292,93,67.26,15.39,274.26,17.5
Maba,10,CN,1584233292,84,24.68,113.6,287.11,1.57
Esperance,40,AU,1584233292,64,-33.87,121.9,293.15,9.8
Road Town,40,VG,1584233292,74,18.42,-64.62,299.15,3.6
Ust-Maya,100,RU,1584233292,96,60.42,134.53,252.32,1.16
Dikson,51,RU,1584232723,99,73.51,80.55,245.22,3.76
Durango,20,MX,1584233166,17,24.83,-104.83,298.25,6.46
Olinda,75,BR,1584233293,78,-8.01,-34.86,300.15,1.5
Priekule,0,LV,1584233293,92,56.45,21.59,272.15,0.5
Sos'va,0,RU,1584233293,94,59.18,61.86,270.42,2.51
Pochutla,40,MX,1584233293,58,15.74,-96.47,303.15,1.14
Concepción,0,CL,1584233231,63,-36.83,-73.05,290.15,6.7
Kpandae,100,GH,1584233293,66,8.47,-0.01,301.18,3.19
Severnoye,100,RU,1584233293,94,56.35,78.36,274.32,5.55
Petropavlovsk-Kamchatskiy,1,RU,1584232862,58,53.05,158.65,269.15,6
Kemijärvi,51,FI,1584233294,85,66.71,27.43,264.1,7.66
Dandong,16,CN,1584233294,46,40.13,124.39,274.74,8.35
Huangmei,0,CN,1584233294,63,30.19,116.03,285.41,1.8
Pitimbu,98,BR,1584233294,88,-7.47,-34.81,299.15,1.5
Tchibanga,97,GA,1584233294,95,-2.85,11.03,297.13,0.22
Havre-St-Pierre,75,CA,1584232841,67,50.23,-63.6,268.15,4.6
Portales,1,US,1584233294,25,34.19,-103.33,292.59,4.6
Ozinki,88,RU,1584233294,90,51.18,49.68,274.55,5.19
Jiazi,0,CN,1584233295,78,22.88,116.07,289.92,2.51
Dariba,1,IN,1584233295,47,24.95,74.13,284.86,1.56
Lengshuitan,0,CN,1584233295,62,26.41,111.6,285.68,0.61
Hokitika,66,NZ,1584233295,81,-42.72,170.97,287.98,1.8
Seymchan,100,RU,1584233295,91,62.88,152.43,251.38,1.93
Zyryanka,100,RU,1584233295,91,65.75,150.85,247.29,5.57
Saldanha,0,ZA,1584232899,82,-33.01,17.94,290.15,6.2
Haines Junction,41,CA,1584233295,77,60.75,-137.51,271.25,1.13
Adrar,0,MR,1584232991,9,20.5,-10.07,294.18,3.51
Arrondissement de Bastia,90,FR,1584233219,87,42.67,9.33,285.15,1
Magalia,75,US,1584233296,37,39.81,-121.58,286.15,7.2
Tambopata,66,PE,1584233296,60,-12.73,-69.18,302.16,0.7
Talara,12,PE,1584233296,79,-4.58,-81.27,298.82,1.8
Ahipara,0,NZ,1584232805,68,-35.17,173.17,292.52,3.83
Hua Hin,40,TH,1584233275,66,12.57,99.96,302.15,2.1
Bissau,0,GW,1584232790,61,11.86,-15.6,299.15,1.5
Gamarra,34,CO,1584233296,65,8.32,-73.74,296.04,2.31
Labuhan,91,ID,1584233017,88,-6.88,112.21,298.92,1.3
Hernani,0,ES,1584233296,93,43.27,-1.98,281.48,0.5
Sechura,67,PE,1584233296,87,-5.56,-80.82,297.19,5.39
Torbay,75,CA,1584233296,83,47.67,-52.73,274.82,10.3
Fomboni,100,KM,1584233297,76,-12.28,43.74,302.07,4.92
Sabang,1,ID,1584232816,73,5.89,95.32,302.68,6.89
Barra de Tecoanapa,0,MX,1584233297,56,16.52,-98.75,302.6,3
Kutiyāna,93,IN,1584233297,31,21.62,69.98,291.96,4.21
Vancouver,90,CA,1584232829,37,49.25,-123.12,278.15,4.1
Kirovskiy,86,RU,1584233297,86,45.09,133.51,268.8,1.86
Toamasina,75,MG,1584233297,94,-18.17,49.38,297.15,4.1
Gigmoto,90,PH,1584233297,63,13.78,124.39,300.15,3.33
Stow,1,US,1584233297,86,41.16,-81.44,275.15,2.6
Norden,75,DE,1584233298,70,53.6,7.2,281.48,5.1
Alpena,1,US,1584233298,72,45.06,-83.43,273.15,3.1
Lorengau,95,PG,1584233217,76,-2.02,147.27,302.07,5.27
Houston,40,US,1584233083,88,29.76,-95.36,298.15,2.1
Saint-Pierre,32,RE,1584232758,78,-21.34,55.48,298.15,2.1
Tura,100,IN,1584232804,79,25.52,90.22,292.23,2.01
Abu Samrah,0,SY,1584233298,88,35.3,37.18,284.38,1.03
Koshki,100,RU,1584233298,98,54.21,50.47,273.9,4.17
Port-Gentil,99,GA,1584233298,79,-0.72,8.78,301.54,2.16
Caucaia,75,BR,1584233298,88,-3.74,-38.65,297.59,4.6
Sakakah,40,SA,1584232999,76,29.97,40.21,287.15,5.7
Paita,77,PE,1584233021,65,-5.09,-81.11,299.86,4.58
Grindavik,75,IS,1584232509,73,63.84,-22.43,270.15,2.6
Crotone,53,IT,1584233299,82,39.09,17.12,285.47,2.37
Aranos,0,NA,1584233299,16,-24.13,19.12,296.01,4.87
Parabel',100,RU,1584233299,97,58.7,81.48,274.22,5.95
Grand Gaube,40,MU,1584232784,88,-20.01,57.66,298.15,1
Ucluelet,20,CA,1584233165,24,48.93,-125.55,280.37,3.1
Salalah,75,OM,1584232941,50,17.02,54.09,298.15,2.6
Ubari,0,LY,1584233299,21,26.59,12.78,288.57,2.9
Chegem,75,RU,1584233299,93,43.28,43.13,282.15,3
Cehegín,25,ES,1584233300,97,38.09,-1.8,280.93,0.88
Novo Cruzeiro,54,BR,1584233300,99,-17.47,-41.88,291.97,0.97
Mount Gambier,90,AU,1584232529,59,-37.83,140.77,289.15,6.2
Havøysund,100,NO,1584233300,79,71,24.66,268.15,18
Tezu,100,IN,1584233300,79,27.92,96.17,291.17,1.66
Kismayo,97,SO,1584233301,82,-0.36,42.55,301.13,6.49
Flin Flon,100,CA,1584233102,87,54.77,-101.86,260.1,0.82
Tadine,100,NC,1584233301,83,-21.55,167.88,300.91,9.62
Grand Bank,75,CA,1584233146,90,47.1,-55.77,273.15,9.8
Hvolsvollur,62,IS,1584233301,67,63.75,-20.22,269.88,5.72
Arlit,0,NE,1584233301,14,18.74,7.39,294.06,3.55
Batouri,76,CM,1584233301,21,4.43,14.37,297.27,1.12
Westport,1,US,1584232894,37,41.14,-73.36,283.71,3.6
Geraldton,40,AU,1584232608,78,-28.77,114.6,298.15,6.2
Wuning,0,CN,1584233302,72,29.26,120.23,284.26,1.1
Eureka,20,US,1584233302,61,40.8,-124.16,282.04,7.7
Sribne,15,UA,1584233302,60,50.66,32.92,272.23,5.19
Homer,1,US,1584233302,82,59.64,-151.55,273.15,1.05
Andijan,0,UZ,1584233302,60,40.78,72.34,282.59,4
Leh,45,IN,1584233302,64,34.17,77.58,260.28,0.76
Ambon City,40,ID,1584233302,74,-3.7,128.18,301.15,5.1
Coari,100,BR,1584233302,98,-4.08,-63.14,296.08,2.02
Prince Albert,90,CA,1584233101,60,53.2,-105.77,261.15,2.6
Den Helder,90,NL,1584233302,93,52.96,4.76,282.04,11.8
Chokurdakh,16,RU,1584233303,90,70.63,147.92,243.92,1.34
Srednekolymsk,100,RU,1584233004,92,67.45,153.68,251.37,7.43
Cherskiy,100,RU,1584232874,86,68.75,161.3,253.83,1.3
Wārāseonī,15,IN,1584233303,35,21.75,80.03,294.12,3.6
Angoche,63,MZ,1584233303,97,-16.23,39.91,295.24,2.34
Kedrovyy,40,RU,1584233303,55,56.17,91.82,276.15,4
Santa Cruz de la Sierra,40,BO,1584233303,70,-17.8,-63.17,302.15,2.1
Winnemucca,1,US,1584233303,39,40.97,-117.74,283.15,7.7
Grodzisk Mazowiecki,0,PL,1584233303,85,52.1,20.63,273.15,1
Saint Anthony,1,US,1584233304,67,45.02,-93.22,273.71,2.6
Camaçari,40,BR,1584233304,83,-12.7,-38.32,301.15,5.1
Pemba,100,MZ,1584233304,86,-12.97,40.52,299.45,3.01
Putina,71,PE,1584233304,68,-15.47,-69.43,284.41,5.2
Lahaina,90,US,1584233230,94,20.88,-156.68,300.15,3.1
High Level,75,CA,1584233304,36,58.52,-117.14,262.15,4.6
Sørland,100,NO,1584233304,66,67.67,12.69,277.8,16.57
Pevek,60,RU,1584232968,68,69.7,170.31,254.81,3.04
Sri Aman,75,MY,1584233304,94,1.24,111.46,298.15,1
